,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
7526,2014-02-12,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,CA,93455,,,Web,2014-02-11,Closed with monetary relief,Yes,No,731989
7527,2015-07-11,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,FL,33127,,Consent not provided,Web,2015-07-11,Closed with explanation,Yes,No,1463398
7528,2015-06-09,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,"I received from my employer a Judgement/wage garnishment from Midland funding. I contacted Mindalnd Funding immidietly, trying to figure out why I was receiving a judgement/garnishment. It was for a credit card debt owed by my exhusband. I explained to Midland Funding that the credit card owed was a legal responsibility of my exhusband, but Midland funding only gave me the option of paying the amount in full ( along with legal fees and interest rate ), or Midland would move forward with wage garnishment. I paid the debt with the understanding that if paid in full the judgement and collection will be removed, since I never received notice of debt or right to dispute, prior to judgment/wage garnishment. The debt did not belong me, it legally belonged to my ex-husband and was docummented on divorce paperwork ( legal document ). 
",,Encore Capital Group,AZ,853XX,,Consent provided,Web,2015-06-11,Closed with explanation,Yes,No,1412947
7529,2015-02-17,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,GA,30559,,,Postal mail,2015-03-13,Closed with explanation,Yes,No,1242561
7530,2012-08-21,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,IN,47117,,,Web,2012-08-23,Closed with monetary relief,Yes,No,139362
7531,2014-02-25,Credit card,,Other fee,,,,JPMorgan Chase & Co.,NY,10036,,,Web,2014-02-26,Closed with monetary relief,Yes,No,731817
7532,2015-12-09,Credit reporting,,Incorrect information on credit report,Information is not mine,"This is my XXXX dispute with this company regarding inaccurate information on my credit report that does not belong to me. This company has failed to produce any information whatsoever that proves these accounts are mine. Not only that, but they have/had multiple addresses on my file that do not belong to me. Therefore, the inaccurate information on my file may either be a mismatch of information with another consumer, or identity theft. I have disputed this information without success and my next letter to them will be an Intent to Sue. I have never disputed anything on my file previous to these disputes and I received a notice from Experian stating that without further documentation from either the creditor or the courts they will not reinvestigate. This is in violation of the FCRA and XXXX opinion agrees with me. Once I notify the bureaus that there is inaccurate information on my file, they must conduct a reinvestigation within 30 days and under section XXXX promply delete unverified information. Your response states that you will not reinvestigate specific accounts on my credit without an update from the court or the original creditor. This is a violation and the Congressional opinion from a lawsuit will prove this. I have notified you that these accounts are inaccurate on my credit and you must reinvestigate ; if you do not, you are in violation of sections XXXX ( a ), XXXX and XXXX of the FCRA, XXXX XXXX XXXX ( a ), XXXX and XXXX. XXXX ( a ) places the burden of investigation squarely on the consumer reporting agency and by stating that I must handle this myself with the original creditor, you are in violation of said statute. 
Be aware that once I state that no reasonable reinvestigation has taken place, I will also have a separate claim pursuant to XXXX XXXX a ). I am including a lawsuit, XXXX vs XXXX XXXX now Experian XXXX XXXX XXXX XXXX. My lawsuit against your company will include violations of the same statutes, XXXX U.S.C. XXXX. A consumer reporting agency that negligently fails to comply with FCRA 's requirements is liable for actual damages, costs, and reasonable attorney 's fees. XXXX XXXX. XXXX. Willful noncompliance renders a consumer reporting agency additionally liable for punitive damages. XXXX XXXX. XXXX. You have shown negligence and willful noncompliance by failing to delete promptly inaccurate or unverifiable entries on my report. 
By stating that I must resolve the problem with the creditor or that without an update from the creditor or court, you are in clear violation of XXXX XXXX XXXX XXXX XXXX a ) and XXXX ( b ). This position has been rejected by the United States Courts XXXX. Rather, the statute places the burden of investigation and reinvestigation squarely on the consumer reporting agency. 
Not only that, but I disputed a bankruptcy on my account that does not belong to me and it came back as verified, yet when I wrote to the court, they stated that they do NOT verify with the CRAs, therein making this account unverified and must be deleted. 
",Company chooses not to provide a public response,Experian,GA,300XX,,Consent provided,Web,2015-12-09,Closed with non-monetary relief,Yes,No,1690000
7533,2015-01-28,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,,U.S. Bancorp,NV,89509,"Older American, Servicemember",,Phone,2015-01-29,Closed with explanation,Yes,No,1215104
7534,2015-06-16,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Universal Recovery Corporation,CA,95112,,,Phone,2015-06-17,Closed with explanation,No,No,1423774
7535,2014-02-12,Consumer Loan,Personal line of credit,Managing the line of credit,,,,Bank of America,FL,32825,,,Phone,2014-02-20,Closed with explanation,Yes,No,717421
7536,2013-06-26,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,90603,,,Web,2013-06-27,Closed with explanation,Yes,No,442790
7537,2014-06-09,Credit reporting,,Incorrect information on credit report,Public record,,,Equifax,WA,98387,Servicemember,,Web,2014-06-09,Closed with explanation,Yes,No,886232
7538,2016-04-21,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,"I was not aware of debt until XXXX 2016, when I ran my credit report then I learned couple of collection claims on my credit report I immediately contacted the bank ( Chase Bank ) and their collection company XXXX funding to provide me with the validity of XXXX collections claims and since I do n't have or utilized the credit or received any goods, monies and services of their claims, I requested them remove the validity of any such claims from my credit report.",,JPMorgan Chase & Co.,CA,945XX,,Consent provided,Web,2016-04-21,Closed with explanation,Yes,No,1889825
7539,2016-01-26,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,PA,19073,,,Referral,2016-01-26,Closed with explanation,Yes,No,1758316
7540,2013-05-20,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,PA,19015,,,Web,2013-05-21,Closed with explanation,Yes,No,411303
7541,2015-04-16,Bank account or service,Checking account,"Account opening, closing, or management",,,Company chooses not to provide a public response,Regions Financial Corporation,TN,38302,,,Phone,2015-05-08,Closed with explanation,Yes,No,1333967
7542,2014-10-15,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Priority Financial Services,MD,21048,,,Web,2014-11-04,Closed with explanation,Yes,No,1071736
7543,2016-04-07,Student loan,Non-federal student loan,Dealing with my lender or servicer,Need information about my balance/terms,,,"Navient Solutions, Inc.",CA,94583,,,Referral,2016-04-08,Closed with explanation,Yes,No,1868377
7544,2014-01-28,Credit card,,APR or interest rate,,,,Citibank,NV,89081,,,Phone,2014-02-06,Closed with monetary relief,Yes,No,688905
7545,2013-06-21,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,CA,94553,,,Web,2013-06-21,Closed with explanation,Yes,No,439833
7546,2013-04-05,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,CIT Bank National Association,CA,95405,,,Referral,2013-04-09,Closed with explanation,Yes,No,375831
7547,2015-03-26,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Santander Bank US,NJ,08840,,,Referral,2015-03-31,Closed,Yes,No,1302653
7548,2015-02-12,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",LA,71211,Older American,,Web,2015-02-12,Closed with explanation,Yes,No,1236884
7549,2015-02-04,Credit card,,Billing disputes,,,,Capital One,MI,48034,,,Web,2015-02-04,Closed with explanation,Yes,No,1225259
7550,2015-08-08,Consumer Loan,Vehicle loan,Managing the loan or lease,,,Company believes it acted appropriately as authorized by contract or law,Nissan Motor Acceptance Corporation,WI,53022,,Consent not provided,Web,2015-08-08,Closed with explanation,Yes,No,1509584
7551,2014-07-03,Debt collection,I do not know,Taking/threatening an illegal action,Seized/Attempted to seize property,,,"Mel S. Harris and Associates, LLC",NY,14225,,,Web,2014-07-03,Closed with non-monetary relief,Yes,No,922751
7552,2014-04-15,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,GC Services Limited Partnership,SC,29801,,,Web,2014-04-18,Closed with explanation,Yes,No,809859
7553,2013-07-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,90807,,,Referral,2013-08-05,Closed with explanation,Yes,No,471416
7554,2013-10-15,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Citibank,NJ,07522,,,Web,2013-10-15,Closed with explanation,Yes,No,559110
7555,2014-08-01,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,WA,98122,,,Web,2014-08-01,Closed with explanation,Yes,No,964982
7556,2014-11-17,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,FL,33441,Older American,,Phone,2014-11-18,Closed with explanation,Yes,No,1120926
7557,2014-04-17,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",FL,33311,,,Web,2014-04-17,Closed with non-monetary relief,Yes,No,812967
7558,2013-09-03,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MI,48382,,,Fax,2013-09-03,Closed with explanation,Yes,No,511662
7559,2012-09-06,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33169,,,Web,2012-09-10,Closed with explanation,Yes,No,147166
7560,2014-04-30,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"PayPal Holdings, Inc.",CA,94063,,,Referral,2014-05-02,Closed with non-monetary relief,Yes,No,831976
7561,2016-02-12,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"RoundPoint XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, La XXXX CA XXXX Short Sale Package was submitted to RoundPoint on XXXX/XXXX/XXXX. The offer price is $ XXXX. 

Finally on XXXX/XXXX/XXXX we were told that they were looking for a net of $ XXXX. The rep we spoke with sent a message to their negotiator, XXXX XXXX, to call us back by the end of the day to discuss. We were assured we would get a call by the end of the day. No one called us. In addition, the rep we spoke with did n't even know what XXXX was. 

On XXXX/XXXX/XXXX we sent an email to XXXX XXXX requesting a call back. No one called back or even responded to the email. 

On XXXX/XXXX/XXXX we called RoundPoint again. We were told that they had "" approved the short sale with a net proceeds of XXXX ''. However, they are refusing to provide anything to support the net proceeds, nor will anyone in their company discuss this with us in any way whatsoever. 

1. RoundPoint is outright refusing to return any phone call whatsoever to the Authorized Third Party. 

2. RoundPoint is committing valuation fraud by overvaluing the property and not allowing a value dispute. 

3. RoundPoint is violating the ECOA guidelines by not providing a copy of the Appraisal/XXXX as requested. 


4. I 'm pretty sure they are also violating their servicing guidelines and Defrauding their Investor, considering that no one in the company knows what XXXX is, and they are committing valuation fraud, and everyone in the company is refusing to call us back or speak to us on this matter. 
",Company chooses not to provide a public response,Round Point Mortgage,CA,920XX,,Consent provided,Web,2016-02-12,Closed with explanation,Yes,No,1786589
